Event ID,Timestamp,Target Timestamp,Proton Intensity,e0.5_tminus24,e0.5_tminus23,e0.5_tminus22,e0.5_tminus21,e0.5_tminus20,e0.5_tminus19,e0.5_tminus18,e0.5_tminus17,e0.5_tminus16,e0.5_tminus15,e0.5_tminus14,e0.5_tminus13,e0.5_tminus12,e0.5_tminus11,e0.5_tminus10,e0.5_tminus9,e0.5_tminus8,e0.5_tminus7,e0.5_tminus6,e0.5_tminus5,e0.5_tminus4,e0.5_tminus3,e0.5_tminus2,e0.5_tminus1,e0.5_t,e0.5_max_intensity,e1.8_tminus24,e1.8_tminus23,e1.8_tminus22,e1.8_tminus21,e1.8_tminus20,e1.8_tminus19,e1.8_tminus18,e1.8_tminus17,e1.8_tminus16,e1.8_tminus15,e1.8_tminus14,e1.8_tminus13,e1.8_tminus12,e1.8_tminus11,e1.8_tminus10,e1.8_tminus9,e1.8_tminus8,e1.8_tminus7,e1.8_tminus6,e1.8_tminus5,e1.8_tminus4,e1.8_tminus3,e1.8_tminus2,e1.8_tminus1,e1.8_t,e1.8_max_intensity,e4.4_tminus24,e4.4_tminus23,e4.4_tminus22,e4.4_tminus21,e4.4_tminus20,e4.4_tminus19,e4.4_tminus18,e4.4_tminus17,e4.4_tminus16,e4.4_tminus15,e4.4_tminus14,e4.4_tminus13,e4.4_tminus12,e4.4_tminus11,e4.4_tminus10,e4.4_tminus9,e4.4_tminus8,e4.4_tminus7,e4.4_tminus6,e4.4_tminus5,e4.4_tminus4,e4.4_tminus3,e4.4_tminus2,e4.4_tminus1,e4.4_t,e4.4_max_intensity,p6.1_tminus24,p6.1_tminus23,p6.1_tminus22,p6.1_tminus21,p6.1_tminus20,p6.1_tminus19,p6.1_tminus18,p6.1_tminus17,p6.1_tminus16,p6.1_tminus15,p6.1_tminus14,p6.1_tminus13,p6.1_tminus12,p6.1_tminus11,p6.1_tminus10,p6.1_tminus9,p6.1_tminus8,p6.1_tminus7,p6.1_tminus6,p6.1_tminus5,p6.1_tminus4,p6.1_tminus3,p6.1_tminus2,p6.1_tminus1,p6.1_t,p6.1_max_intensity,p33.0_tminus24,p33.0_tminus23,p33.0_tminus22,p33.0_tminus21,p33.0_tminus20,p33.0_tminus19,p33.0_tminus18,p33.0_tminus17,p33.0_tminus16,p33.0_tminus15,p33.0_tminus14,p33.0_tminus13,p33.0_tminus12,p33.0_tminus11,p33.0_tminus10,p33.0_tminus9,p33.0_tminus8,p33.0_tminus7,p33.0_tminus6,p33.0_tminus5,p33.0_tminus4,p33.0_tminus3,p33.0_tminus2,p33.0_tminus1,p33.0_t,p33.0_max_intensity,p_tminus24,p_tminus23,p_tminus22,p_tminus21,p_tminus20,p_tminus19,p_tminus18,p_tminus17,p_tminus16,p_tminus15,p_tminus14,p_tminus13,p_tminus12,p_tminus11,p_tminus10,p_tminus9,p_tminus8,p_tminus7,p_tminus6,p_tminus5,p_tminus4,p_tminus3,p_tminus2,p_tminus1,p_t,p_max_intensity,Sunspot Number,cme_donki_time,CME_DONKI_latitude,CME_DONKI_longitude,CME_DONKI_speed,CME_CDAW_MPA,CME_CDAW_LinearSpeed,VlogV,DONKI_half_width,Accelaration,2nd_order_speed_final,2nd_order_speed_20R,CPA,Halo,Type2_Viz_Area,solar_wind_speed,diffusive_shock,half_richardson_value,CMEs Past Month,CMEs Past 9 Hours,CMEs Speed > 1000,Max CME Speed,delta_log_Intensity
34,4/18/2014 11:54,4/18/2014 12:24,3.77E-05,3.70658,3.35076,3.5287,3.2025,3.8252,3.73626,3.29144,3.8252,3.58798,3.94382,3.82522,4.27,4.06244,3.26182,3.38042,3.8845,3.94384,3.49906,3.46938,3.17284,4.00314,4.06242,3.2618,2.81702,3.79558,4.27,0.01385232,0.01711168,0.0114078,0.010593,0.02118584,0.02526,0.01548204,0.00977816,0.0179266,0.01303752,0.0154822,0.01548192,0.0195562,0.01955608,0.01792648,0.0195562,0.016297,0.0162968,0.02037088,0.0228154,0.016297,0.0195562,0.01711168,0.00733356,0.01059304,0.02526,0.00500894,0.00200358,0.00200358,0.00375672,0.00425758,0.00400716,0.0032558,0.00350626,0.002254,0.0037567,0.0017531,0.0015027,0.00200358,0.00275492,0.00325582,0.0032558,0.00275492,0.00500894,0.00325578,0.00325582,0.0037567,0.00150268,0.00150266,0.00450806,0.00300536,0.00500894,0.000370868,0.000185434,0.000185434,0,0.000370868,0.000556302,0,0.000370868,0.000185434,0.000370868,0,0.000741728,0.000185434,0.000741728,0,0.000370868,0.000556302,0.000370868,0.000556294,0,0.000556294,0.00037086,0.000185434,0.000556302,0.00074172,0.000741728,2.78E-05,5.55E-05,2.78E-05,5.55E-05,0,2.78E-05,0,0,0,0,2.78E-05,0,0,0,2.78E-05,0,0,0,0,2.78E-05,0,0,0,0,8.33E-05,8.33E-05,0,0,7.55E-05,3.77E-05,0,3.77E-05,7.55E-05,3.77E-05,3.77E-05,0,0,3.77E-05,0.0001132,0,0,3.77E-05,0,3.77E-05,3.77E-05,3.77E-05,3.77E-05,7.55E-05,3.77E-05,3.77E-05,0,0.0001132,178,4/18/2014 7:39,-42,24,379,211,387,2305.910356,24,8.3,422,568,209,0,0,423.5,4.42E-34,-0.675983873,59,1,0,744,3.77333E-05
34,4/18/2014 11:59,4/18/2014 12:29,3.77E-05,3.35076,3.5287,3.2025,3.8252,3.73626,3.29144,3.8252,3.58798,3.94382,3.82522,4.27,4.06244,3.26182,3.38042,3.8845,3.94384,3.49906,3.46938,3.17284,4.00314,4.06242,3.2618,2.81702,3.79558,3.88452,4.27,0.01711168,0.0114078,0.010593,0.02118584,0.02526,0.01548204,0.00977816,0.0179266,0.01303752,0.0154822,0.01548192,0.0195562,0.01955608,0.01792648,0.0195562,0.016297,0.0162968,0.02037088,0.0228154,0.016297,0.0195562,0.01711168,0.00733356,0.01059304,0.0195562,0.02526,0.00200358,0.00200358,0.00375672,0.00425758,0.00400716,0.0032558,0.00350626,0.002254,0.0037567,0.0017531,0.0015027,0.00200358,0.00275492,0.00325582,0.0032558,0.00275492,0.00500894,0.00325578,0.00325582,0.0037567,0.00150268,0.00150266,0.00450806,0.00300536,0.00375672,0.00500894,0.000185434,0.000185434,0,0.000370868,0.000556302,0,0.000370868,0.000185434,0.000370868,0,0.000741728,0.000185434,0.000741728,0,0.000370868,0.000556302,0.000370868,0.000556294,0,0.000556294,0.00037086,0.000185434,0.000556302,0.00074172,0.00037086,0.000741728,5.55E-05,2.78E-05,5.55E-05,0,2.78E-05,0,0,0,0,2.78E-05,0,0,0,2.78E-05,0,0,0,0,2.78E-05,0,0,0,0,8.33E-05,5.55E-05,8.33E-05,0,7.55E-05,3.77E-05,0,3.77E-05,7.55E-05,3.77E-05,3.77E-05,0,0,3.77E-05,0.0001132,0,0,3.77E-05,0,3.77E-05,3.77E-05,3.77E-05,3.77E-05,7.55E-05,3.77E-05,3.77E-05,0,0,0.0001132,178,4/18/2014 7:39,-42,24,379,211,387,2305.910356,24,8.3,422,568,209,0,0,423.5,4.42E-34,-0.675983873,59,1,0,744,3.77333E-05
34,4/18/2014 12:04,4/18/2014 12:34,0,3.5287,3.2025,3.8252,3.73626,3.29144,3.8252,3.58798,3.94382,3.82522,4.27,4.06244,3.26182,3.38042,3.8845,3.94384,3.49906,3.46938,3.17284,4.00314,4.06242,3.2618,2.81702,3.79558,3.88452,3.76592,4.27,0.0114078,0.010593,0.02118584,0.02526,0.01548204,0.00977816,0.0179266,0.01303752,0.0154822,0.01548192,0.0195562,0.01955608,0.01792648,0.0195562,0.016297,0.0162968,0.02037088,0.0228154,0.016297,0.0195562,0.01711168,0.00733356,0.01059304,0.0195562,0.01385228,0.02526,0.00200358,0.00375672,0.00425758,0.00400716,0.0032558,0.00350626,0.002254,0.0037567,0.0017531,0.0015027,0.00200358,0.00275492,0.00325582,0.0032558,0.00275492,0.00500894,0.00325578,0.00325582,0.0037567,0.00150268,0.00150266,0.00450806,0.00300536,0.00375672,0.00250446,0.00500894,0.000185434,0,0.000370868,0.000556302,0,0.000370868,0.000185434,0.000370868,0,0.000741728,0.000185434,0.000741728,0,0.000370868,0.000556302,0.000370868,0.000556294,0,0.000556294,0.00037086,0.000185434,0.000556302,0.00074172,0.00037086,0,0.000741728,2.78E-05,5.55E-05,0,2.78E-05,0,0,0,0,2.78E-05,0,0,0,2.78E-05,0,0,0,0,2.78E-05,0,0,0,0,8.33E-05,5.55E-05,0,8.33E-05,7.55E-05,3.77E-05,0,3.77E-05,7.55E-05,3.77E-05,3.77E-05,0,0,3.77E-05,0.0001132,0,0,3.77E-05,0,3.77E-05,3.77E-05,3.77E-05,3.77E-05,7.55E-05,3.77E-05,3.77E-05,0,0,3.77E-05,0.0001132,178,4/18/2014 7:39,-42,24,379,211,387,2305.910356,24,8.3,422,568,209,0,0,423.5,4.42E-34,-0.675983873,59,1,0,744,-3.77333E-05
34,4/18/2014 12:09,4/18/2014 12:39,0,3.2025,3.8252,3.73626,3.29144,3.8252,3.58798,3.94382,3.82522,4.27,4.06244,3.26182,3.38042,3.8845,3.94384,3.49906,3.46938,3.17284,4.00314,4.06242,3.2618,2.81702,3.79558,3.88452,3.76592,3.55836,4.27,0.010593,0.02118584,0.02526,0.01548204,0.00977816,0.0179266,0.01303752,0.0154822,0.01548192,0.0195562,0.01955608,0.01792648,0.0195562,0.016297,0.0162968,0.02037088,0.0228154,0.016297,0.0195562,0.01711168,0.00733356,0.01059304,0.0195562,0.01385228,0.020371,0.02526,0.00375672,0.00425758,0.00400716,0.0032558,0.00350626,0.002254,0.0037567,0.0017531,0.0015027,0.00200358,0.00275492,0.00325582,0.0032558,0.00275492,0.00500894,0.00325578,0.00325582,0.0037567,0.00150268,0.00150266,0.00450806,0.00300536,0.00375672,0.00250446,0.00250446,0.00500894,0,0.000370868,0.000556302,0,0.000370868,0.000185434,0.000370868,0,0.000741728,0.000185434,0.000741728,0,0.000370868,0.000556302,0.000370868,0.000556294,0,0.000556294,0.00037086,0.000185434,0.000556302,0.00074172,0.00037086,0,0,0.000741728,5.55E-05,0,2.78E-05,0,0,0,0,2.78E-05,0,0,0,2.78E-05,0,0,0,0,2.78E-05,0,0,0,0,8.33E-05,5.55E-05,0,0,8.33E-05,3.77E-05,0,3.77E-05,7.55E-05,3.77E-05,3.77E-05,0,0,3.77E-05,0.0001132,0,0,3.77E-05,0,3.77E-05,3.77E-05,3.77E-05,3.77E-05,7.55E-05,3.77E-05,3.77E-05,0,0,3.77E-05,3.77E-05,0.0001132,178,4/18/2014 7:39,-42,24,379,211,387,2305.910356,24,8.3,422,568,209,0,0,423.5,4.42E-34,-0.675983873,59,1,0,744,-3.77333E-05
34,4/18/2014 12:14,4/18/2014 12:44,0,3.8252,3.73626,3.29144,3.8252,3.58798,3.94382,3.82522,4.27,4.06244,3.26182,3.38042,3.8845,3.94384,3.49906,3.46938,3.17284,4.00314,4.06242,3.2618,2.81702,3.79558,3.88452,3.76592,3.55836,4.24034,4.27,0.02118584,0.02526,0.01548204,0.00977816,0.0179266,0.01303752,0.0154822,0.01548192,0.0195562,0.01955608,0.01792648,0.0195562,0.016297,0.0162968,0.02037088,0.0228154,0.016297,0.0195562,0.01711168,0.00733356,0.01059304,0.0195562,0.01385228,0.020371,0.0195562,0.02526,0.00425758,0.00400716,0.0032558,0.00350626,0.002254,0.0037567,0.0017531,0.0015027,0.00200358,0.00275492,0.00325582,0.0032558,0.00275492,0.00500894,0.00325578,0.00325582,0.0037567,0.00150268,0.00150266,0.00450806,0.00300536,0.00375672,0.00250446,0.00250446,0.00350628,0.00500894,0.000370868,0.000556302,0,0.000370868,0.000185434,0.000370868,0,0.000741728,0.000185434,0.000741728,0,0.000370868,0.000556302,0.000370868,0.000556294,0,0.000556294,0.00037086,0.000185434,0.000556302,0.00074172,0.00037086,0,0,0.000370868,0.000741728,0,2.78E-05,0,0,0,0,2.78E-05,0,0,0,2.78E-05,0,0,0,0,2.78E-05,0,0,0,0,8.33E-05,5.55E-05,0,0,2.78E-05,8.33E-05,0,3.77E-05,7.55E-05,3.77E-05,3.77E-05,0,0,3.77E-05,0.0001132,0,0,3.77E-05,0,3.77E-05,3.77E-05,3.77E-05,3.77E-05,7.55E-05,3.77E-05,3.77E-05,0,0,3.77E-05,3.77E-05,3.77E-05,0.0001132,178,4/18/2014 7:39,-42,24,379,211,387,2305.910356,24,8.3,422,568,209,0,0,423.5,4.42E-34,-0.675983873,59,1,0,744,-3.77333E-05
34,4/18/2014 12:19,4/18/2014 12:49,3.77E-05,3.73626,3.29144,3.8252,3.58798,3.94382,3.82522,4.27,4.06244,3.26182,3.38042,3.8845,3.94384,3.49906,3.46938,3.17284,4.00314,4.06242,3.2618,2.81702,3.79558,3.88452,3.76592,3.55836,4.24034,3.85488,4.27,0.02526,0.01548204,0.00977816,0.0179266,0.01303752,0.0154822,0.01548192,0.0195562,0.01955608,0.01792648,0.0195562,0.016297,0.0162968,0.02037088,0.0228154,0.016297,0.0195562,0.01711168,0.00733356,0.01059304,0.0195562,0.01385228,0.020371,0.0195562,0.02037088,0.02526,0.00400716,0.0032558,0.00350626,0.002254,0.0037567,0.0017531,0.0015027,0.00200358,0.00275492,0.00325582,0.0032558,0.00275492,0.00500894,0.00325578,0.00325582,0.0037567,0.00150268,0.00150266,0.00450806,0.00300536,0.00375672,0.00250446,0.00250446,0.00350628,0.00225404,0.00500894,0.000556302,0,0.000370868,0.000185434,0.000370868,0,0.000741728,0.000185434,0.000741728,0,0.000370868,0.000556302,0.000370868,0.000556294,0,0.000556294,0.00037086,0.000185434,0.000556302,0.00074172,0.00037086,0,0,0.000370868,0.000927154,0.000927154,2.78E-05,0,0,0,0,2.78E-05,0,0,0,2.78E-05,0,0,0,0,2.78E-05,0,0,0,0,8.33E-05,5.55E-05,0,0,2.78E-05,0,8.33E-05,3.77E-05,7.55E-05,3.77E-05,3.77E-05,0,0,3.77E-05,0.0001132,0,0,3.77E-05,0,3.77E-05,3.77E-05,3.77E-05,3.77E-05,7.55E-05,3.77E-05,3.77E-05,0,0,3.77E-05,3.77E-05,3.77E-05,0,0.0001132,178,4/18/2014 7:39,-42,24,379,211,387,2305.910356,24,8.3,422,568,209,0,0,423.5,4.42E-34,-0.675983873,59,1,0,744,3.77333E-05
34,4/18/2014 12:24,4/18/2014 12:54,0,3.29144,3.8252,3.58798,3.94382,3.82522,4.27,4.06244,3.26182,3.38042,3.8845,3.94384,3.49906,3.46938,3.17284,4.00314,4.06242,3.2618,2.81702,3.79558,3.88452,3.76592,3.55836,4.24034,3.85488,3.20248,4.27,0.01548204,0.00977816,0.0179266,0.01303752,0.0154822,0.01548192,0.0195562,0.01955608,0.01792648,0.0195562,0.016297,0.0162968,0.02037088,0.0228154,0.016297,0.0195562,0.01711168,0.00733356,0.01059304,0.0195562,0.01385228,0.020371,0.0195562,0.02037088,0.01222268,0.0228154,0.0032558,0.00350626,0.002254,0.0037567,0.0017531,0.0015027,0.00200358,0.00275492,0.00325582,0.0032558,0.00275492,0.00500894,0.00325578,0.00325582,0.0037567,0.00150268,0.00150266,0.00450806,0.00300536,0.00375672,0.00250446,0.00250446,0.00350628,0.00225404,0.00350624,0.00500894,0,0.000370868,0.000185434,0.000370868,0,0.000741728,0.000185434,0.000741728,0,0.000370868,0.000556302,0.000370868,0.000556294,0,0.000556294,0.00037086,0.000185434,0.000556302,0.00074172,0.00037086,0,0,0.000370868,0.000927154,0.000556294,0.000927154,0,0,0,0,2.78E-05,0,0,0,2.78E-05,0,0,0,0,2.78E-05,0,0,0,0,8.33E-05,5.55E-05,0,0,2.78E-05,0,0,8.33E-05,7.55E-05,3.77E-05,3.77E-05,0,0,3.77E-05,0.0001132,0,0,3.77E-05,0,3.77E-05,3.77E-05,3.77E-05,3.77E-05,7.55E-05,3.77E-05,3.77E-05,0,0,3.77E-05,3.77E-05,3.77E-05,0,3.77E-05,0.0001132,178,4/18/2014 7:39,-42,24,379,211,387,2305.910356,24,8.3,422,568,209,0,0,423.5,4.42E-34,-0.675983873,59,1,0,744,-3.77333E-05
34,4/18/2014 12:29,4/18/2014 12:59,0,3.8252,3.58798,3.94382,3.82522,4.27,4.06244,3.26182,3.38042,3.8845,3.94384,3.49906,3.46938,3.17284,4.00314,4.06242,3.2618,2.81702,3.79558,3.88452,3.76592,3.55836,4.24034,3.85488,3.20248,3.61764,4.27,0.00977816,0.0179266,0.01303752,0.0154822,0.01548192,0.0195562,0.01955608,0.01792648,0.0195562,0.016297,0.0162968,0.02037088,0.0228154,0.016297,0.0195562,0.01711168,0.00733356,0.01059304,0.0195562,0.01385228,0.020371,0.0195562,0.02037088,0.01222268,0.02526,0.02526,0.00350626,0.002254,0.0037567,0.0017531,0.0015027,0.00200358,0.00275492,0.00325582,0.0032558,0.00275492,0.00500894,0.00325578,0.00325582,0.0037567,0.00150268,0.00150266,0.00450806,0.00300536,0.00375672,0.00250446,0.00250446,0.00350628,0.00225404,0.00350624,0.002254,0.00500894,0.000370868,0.000185434,0.000370868,0,0.000741728,0.000185434,0.000741728,0,0.000370868,0.000556302,0.000370868,0.000556294,0,0.000556294,0.00037086,0.000185434,0.000556302,0.00074172,0.00037086,0,0,0.000370868,0.000927154,0.000556294,0.000556302,0.000927154,0,0,0,2.78E-05,0,0,0,2.78E-05,0,0,0,0,2.78E-05,0,0,0,0,8.33E-05,5.55E-05,0,0,2.78E-05,0,0,0,8.33E-05,3.77E-05,3.77E-05,0,0,3.77E-05,0.0001132,0,0,3.77E-05,0,3.77E-05,3.77E-05,3.77E-05,3.77E-05,7.55E-05,3.77E-05,3.77E-05,0,0,3.77E-05,3.77E-05,3.77E-05,0,3.77E-05,3.77E-05,0.0001132,178,4/18/2014 7:39,-42,24,379,211,387,2305.910356,24,8.3,422,568,209,0,0,423.5,4.42E-34,-0.675983873,59,1,0,744,-3.77333E-05
34,4/18/2014 12:34,4/18/2014 13:04,3.77E-05,3.58798,3.94382,3.82522,4.27,4.06244,3.26182,3.38042,3.8845,3.94384,3.49906,3.46938,3.17284,4.00314,4.06242,3.2618,2.81702,3.79558,3.88452,3.76592,3.55836,4.24034,3.85488,3.20248,3.61764,3.6473,4.27,0.0179266,0.01303752,0.0154822,0.01548192,0.0195562,0.01955608,0.01792648,0.0195562,0.016297,0.0162968,0.02037088,0.0228154,0.016297,0.0195562,0.01711168,0.00733356,0.01059304,0.0195562,0.01385228,0.020371,0.0195562,0.02037088,0.01222268,0.02526,0.0187414,0.02526,0.002254,0.0037567,0.0017531,0.0015027,0.00200358,0.00275492,0.00325582,0.0032558,0.00275492,0.00500894,0.00325578,0.00325582,0.0037567,0.00150268,0.00150266,0.00450806,0.00300536,0.00375672,0.00250446,0.00250446,0.00350628,0.00225404,0.00350624,0.002254,0.00350624,0.00500894,0.000185434,0.000370868,0,0.000741728,0.000185434,0.000741728,0,0.000370868,0.000556302,0.000370868,0.000556294,0,0.000556294,0.00037086,0.000185434,0.000556302,0.00074172,0.00037086,0,0,0.000370868,0.000927154,0.000556294,0.000556302,0.000370868,0.000927154,0,0,2.78E-05,0,0,0,2.78E-05,0,0,0,0,2.78E-05,0,0,0,0,8.33E-05,5.55E-05,0,0,2.78E-05,0,0,0,0,8.33E-05,3.77E-05,0,0,3.77E-05,0.0001132,0,0,3.77E-05,0,3.77E-05,3.77E-05,3.77E-05,3.77E-05,7.55E-05,3.77E-05,3.77E-05,0,0,3.77E-05,3.77E-05,3.77E-05,0,3.77E-05,3.77E-05,0,0.0001132,178,4/18/2014 7:39,-42,24,379,211,387,2305.910356,24,8.3,422,568,209,0,0,423.5,4.42E-34,-0.675983873,59,1,0,744,3.77333E-05
34,4/18/2014 12:39,4/18/2014 13:09,0,3.94382,3.82522,4.27,4.06244,3.26182,3.38042,3.8845,3.94384,3.49906,3.46938,3.17284,4.00314,4.06242,3.2618,2.81702,3.79558,3.88452,3.76592,3.55836,4.24034,3.85488,3.20248,3.61764,3.6473,4.00312,4.27,0.01303752,0.0154822,0.01548192,0.0195562,0.01955608,0.01792648,0.0195562,0.016297,0.0162968,0.02037088,0.0228154,0.016297,0.0195562,0.01711168,0.00733356,0.01059304,0.0195562,0.01385228,0.020371,0.0195562,0.02037088,0.01222268,0.02526,0.0187414,0.0342232,0.0342232,0.0037567,0.0017531,0.0015027,0.00200358,0.00275492,0.00325582,0.0032558,0.00275492,0.00500894,0.00325578,0.00325582,0.0037567,0.00150268,0.00150266,0.00450806,0.00300536,0.00375672,0.00250446,0.00250446,0.00350628,0.00225404,0.00350624,0.002254,0.00350624,0.00225402,0.00500894,0.000370868,0,0.000741728,0.000185434,0.000741728,0,0.000370868,0.000556302,0.000370868,0.000556294,0,0.000556294,0.00037086,0.000185434,0.000556302,0.00074172,0.00037086,0,0,0.000370868,0.000927154,0.000556294,0.000556302,0.000370868,0.000741736,0.000927154,0,2.78E-05,0,0,0,2.78E-05,0,0,0,0,2.78E-05,0,0,0,0,8.33E-05,5.55E-05,0,0,2.78E-05,0,0,0,0,0,8.33E-05,0,0,3.77E-05,0.0001132,0,0,3.77E-05,0,3.77E-05,3.77E-05,3.77E-05,3.77E-05,7.55E-05,3.77E-05,3.77E-05,0,0,3.77E-05,3.77E-05,3.77E-05,0,3.77E-05,3.77E-05,0,0,0.0001132,178,4/18/2014 7:39,-42,24,379,211,387,2305.910356,24,8.3,422,568,209,0,0,423.5,4.42E-34,-0.675983873,59,1,0,744,0
